,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,record_count,multiple_records
2011-09-07,P02585,KK Nagar,1438,35,2.0,1.0,4,partial,yes,2001-09-09,commercial,nosewr ,gravel,rm,2.5,2.7,3.0,2.76,710941,232144,14509000,5,1
2011-09-08,P02579,Anna Nagar,1541,194,1.0,1.0,4,adjland,no,1990-09-13,others,allpub,paved,rm,4.3,4.1,3.6,3.97,372992,226460,13321150,3,1
2011-09-08,P02580,Anna Nagar,1910,74,2.0,1.0,5,abnormal,no,1971-09-18,others,nosewr ,gravel,rl,4.5,2.9,4.0,3.9,569124,270334,14228100,3,1
2011-09-08,P02577,Karapakkam,1639,43,2.0,2.0,4,partial,yes,1975-09-17,house,nosewr ,gravel,rl,2.5,3.3,4.5,3.54,416438,170361,9464500,3,1
2011-09-09,P02573,Adyar,838,35,1.0,1.0,3,normal sale,yes,2002-09-11,others,nosewa,no access,rh,3.5,3.6,4.3,3.92,325495,100152,8346035,2,1
2011-09-09,P02572,Adyar,846,80,1.0,1.0,3,family,no,1987-09-15,others,elo,no access,c,2.3,4.9,3.5,3.42,217486,66919,5576560,2,1
2011-09-10,P02568,Velachery,1812,41,3.0,2.0,5,abnormal,no,2004-09-11,commercial,allpub,paved,rh,2.3,2.5,4.2,2.96,542691,120598,15074740,4,1
2011-09-10,P02567,Karapakkam,1607,77,2.0,2.0,4,partial,no,1980-09-17,others,allpub,gravel,c,4.3,4.5,2.4,3.6,325793,96257,7404375,4,1
2011-09-10,P02571,Anna Nagar,1544,26,1.0,1.0,4,adjland,no,1976-09-18,others,nosewa,gravel,rm,3.3,3.4,3.0,3.205,423737,105934,13241770,4,1
2011-09-10,P02570,T Nagar,1806,12,2.0,1.0,5,normal sale,no,1979-09-18,house,allpub,paved,rh,4.0,2.2,4.2,3.64,426177,153897,11838240,4,1
2011-09-11,P02564,T Nagar,1690,113,1.0,1.0,4,partial,yes,1988-09-16,commercial,elo,paved,rl,4.5,4.2,4.7,4.515,781044,370996,19526110,5,1
2011-09-11,P02565,KK Nagar,2034,18,3.0,2.0,5,normal sale,yes,2001-09-13,house,allpub,gravel,rm,3.4,4.8,3.8,3.98,641170,115411,12823400,5,1
2011-09-11,P02558,Karapakkam,851,105,1.0,1.0,2,partial,no,1982-09-18,house,allpub,no access,c,4.0,3.8,2.5,3.34,167896,39295,3572250,5,1
2011-09-11,P02562,Adyar,1063,28,1.0,1.0,3,family,yes,1996-09-14,others,elo,paved,a,2.1,2.9,4.1,3.26,293859,115997,7733125,5,1
2011-09-11,P02560,Karapakkam,510,39,1.0,1.0,2,adjland,no,1988-09-16,others,nosewa,paved,rm,2.6,3.5,2.1,2.67,199984,106242,6249500,5,1
2011-09-12,P02553,T Nagar,1817,12,2.0,1.0,5,normal sale,yes,1984-09-18,commercial,elo,no access,rh,4.4,4.6,4.0,4.27,593251,217525,19775040,6,1
2011-09-12,P02552,Chrompet,996,31,1.0,1.0,3,adjland,yes,2006-09-13,others,elo,no access,rh,2.6,4.5,3.9,3.75,259100,134017,8934470,6,1
2011-09-12,P02551,Karapakkam,606,86,1.0,1.0,2,abnormal,no,1998-09-15,commercial,nosewa,no access,rl,2.6,4.4,3.8,3.62,262590,85342,6564750,6,1
2011-09-12,P02555,KK Nagar,1904,73,3.0,2.0,5,abnormal,no,1986-09-18,others,allpub,paved,rl,4.0,3.5,2.9,3.41,517554,194083,10782380,6,1
2011-09-12,P02556,KK Nagar,2015,142,3.0,2.0,5,partial,no,2002-09-14,commercial,nosewa,gravel,rh,4.8,2.8,4.4,4.04,705023,125337,15667180,6,1
2011-09-12,P02554,Anna Nagar,1685,108,1.0,1.0,4,normal sale,yes,1970-09-22,commercial,elo,no access,rl,3.2,3.6,2.7,3.1,504544,205555,18686820,6,1
2011-09-13,P02544,Karapakkam,1332,120,1.0,1.0,3,family,no,2003-09-15,house,nosewr ,paved,i,2.2,4.7,2.6,3.11,232668,155112,6463000,7,1
2011-09-13,P02549,Anna Nagar,1729,80,1.0,1.0,4,adjland,no,1974-09-22,others,nosewr ,gravel,rm,2.0,4.3,2.2,2.655,382289,99112,14158860,7,1
2011-09-13,P02545,Karapakkam,586,45,1.0,1.0,2,abnormal,no,1969-09-23,others,nosewr ,paved,rh,3.3,3.4,2.2,2.89,203702,71059,4737250,7,1
2011-09-13,P02550,KK Nagar,2242,181,4.0,2.0,6,adjland,yes,1987-09-19,others,nosewr ,paved,rm,2.5,4.8,4.3,3.91,680743,333425,13892720,7,1
2011-09-13,P02547,Adyar,1158,188,1.0,1.0,3,family,yes,1979-09-21,others,nosewr ,gravel,rh,3.6,2.1,3.2,3.1,385410,62499,10416480,7,1
2011-09-13,P02543,Karapakkam,1502,98,2.0,2.0,4,normal sale,no,2004-09-14,house,nosewr ,no access,rm,2.2,2.2,2.4,2.28,361471,147875,8215250,7,1
2011-09-13,P02548,T Nagar,1532,41,1.0,1.0,4,abnormal,no,2004-09-14,house,elo,paved,rh,4.7,3.2,4.9,4.415,302461,97220,10802190,7,1
2011-09-14,P02542,KK Nagar,1954,116,3.0,2.0,5,normal sale,yes,2000-09-16,house,nosewa,gravel,rm,4.0,4.5,4.4,4.31,544430,185601,12373420,2,1
2011-09-14,P02541,KK Nagar,1310,46,1.0,1.0,3,family,no,1994-09-18,commercial,nosewr ,paved,rm,4.0,4.6,3.9,4.14,407594,197621,12351340,2,1
2011-09-15,P02536,Adyar,990,191,1.0,1.0,3,abnormal,no,1977-09-23,commercial,nosewr ,paved,c,2.9,3.5,2.8,2.97,330932,155124,10341610,4,1
2011-09-15,P02534,Karapakkam,907,142,1.0,1.0,3,partial,yes,1967-09-26,commercial,nosewr ,paved,c,2.5,4.2,4.2,3.69,314803,146420,7321000,4,1
2011-09-15,P02537,KK Nagar,2182,94,3.0,2.0,5,adjland,yes,1991-09-20,others,allpub,gravel,rh,4.6,2.0,3.3,3.3,416462,312347,13014440,4,1
2011-09-15,P02533,Karapakkam,1450,114,2.0,2.0,4,normal sale,no,1972-09-24,house,nosewr ,gravel,i,2.0,3.3,2.7,2.67,282500,117134,6890250,4,1
2011-09-16,P02530,Karapakkam,1012,139,1.0,1.0,3,abnormal,yes,1976-09-24,others,elo,gravel,i,4.2,3.0,2.5,3.16,216589,160695,6986750,6,1
2011-09-16,P02529,Karapakkam,1338,69,2.0,2.0,4,adjland,no,1988-09-21,others,allpub,no access,i,4.3,2.8,4.2,3.81,325632,115328,6784000,6,1
2011-09-16,P02528,Karapakkam,825,50,1.0,1.0,2,partial,no,1994-09-20,commercial,nosewr ,gravel,rm,4.9,4.6,3.4,4.21,353619,120975,9305750,6,1
2011-09-16,P02532,Chrompet,823,114,1.0,1.0,3,adjland,no,1985-09-22,house,nosewr ,paved,rm,3.5,2.7,3.0,3.03,231311,140439,8261100,6,1
2011-09-16,P02527,Karapakkam,662,140,1.0,1.0,2,family,no,1961-09-28,commercial,allpub,no access,i,3.7,2.7,2.4,2.88,248602,111617,5073500,6,1
2011-09-16,P02531,Velachery,1624,109,2.0,1.0,4,normal sale,no,1971-09-26,others,nosewr ,paved,rh,2.4,4.2,3.1,3.42,289018,108382,9031800,6,1
2011-09-17,P02521,Karapakkam,1275,123,1.0,1.0,3,abnormal,yes,1983-09-24,house,allpub,paved,a,2.2,4.1,3.5,3.29,202487,125066,5955500,4,1
2011-09-17,P02520,Karapakkam,753,23,1.0,1.0,2,adjland,yes,1978-09-25,commercial,elo,paved,rl,2.8,3.2,4.5,3.6,413541,167176,8798750,4,1
2011-09-17,P02523,Karapakkam,1257,133,1.0,1.0,3,abnormal,yes,1977-09-25,house,elo,no access,rh,2.4,4.0,2.4,2.88,326340,126540,6660000,4,1
2011-09-17,P02524,Adyar,1034,200,1.0,1.0,3,normal sale,no,1978-09-25,commercial,allpub,no access,rl,3.1,2.1,4.0,3.35,412770,145684,12140295,4,1
2011-09-18,P02518,Chrompet,1119,97,1.0,1.0,3,adjland,no,1998-09-21,house,nosewr ,paved,rm,4.3,4.2,3.5,4.02,311109,165277,9722150,2,1
2011-09-18,P02517,Adyar,1297,120,2.0,2.0,4,family,yes,2005-09-19,commercial,nosewa,paved,rm,3.5,3.7,2.1,2.84,532003,182876,16625090,2,1
2011-09-19,P02516,KK Nagar,2351,28,4.0,2.0,6,adjland,no,1987-09-25,commercial,nosewa,gravel,rl,2.9,3.9,2.2,2.92,888724,370302,18515080,3,1
2011-09-19,P02513,Velachery,1729,92,2.0,1.0,4,abnormal,yes,1966-09-30,others,nosewr ,gravel,rm,4.0,4.6,2.3,3.76,358697,95652,11956550,3,1
2011-09-19,P02512,Karapakkam,1198,51,1.0,1.0,3,family,yes,1975-09-28,commercial,elo,gravel,rh,2.9,2.7,4.0,3.28,466356,116589,10599000,3,1
2011-09-20,P02634,Velachery,1870,175,3.0,2.0,5,abnormal,yes,1986-09-05,others,elo,gravel,rh,3.6,2.6,4.0,3.27,415861,242586,11551700,1,0
2011-09-21,P02504,Karapakkam,1050,189,1.0,1.0,3,adjland,yes,1985-09-27,others,allpub,paved,rh,2.3,2.0,3.2,2.57,267827,70895,7877250,3,1
2011-09-21,P02506,Chrompet,976,64,1.0,1.0,3,family,yes,1989-09-26,commercial,nosewa,paved,rh,4.6,4.7,2.2,3.5,358311,71662,11943700,3,1
2011-09-21,P02507,Anna Nagar,1906,29,2.0,1.0,5,partial,no,1973-09-30,house,nosewr ,gravel,rl,3.7,4.6,4.3,4.165,459184,89286,12755110,3,1
2011-09-22,P02503,Anna Nagar,1979,80,2.0,1.0,5,family,yes,1976-09-30,house,elo,no access,rl,4.2,3.4,3.4,3.68,401521,220189,12952300,2,1
2011-09-22,P02502,Karapakkam,838,132,1.0,1.0,2,abnormal,yes,1989-09-27,others,nosewa,gravel,a,3.4,2.1,2.9,2.81,174360,43590,5448750,2,1
2011-09-23,P02496,Karapakkam,1649,200,2.0,2.0,4,partial,yes,1991-09-28,commercial,nosewr ,paved,rl,3.8,2.2,2.1,2.64,464240,185696,13264000,7,1
2011-09-23,P02498,Adyar,1233,189,2.0,2.0,4,adjland,no,1979-10-01,commercial,allpub,no access,rm,4.1,3.9,4.7,4.36,552309,119418,14927280,7,1
2011-09-23,P02494,Karapakkam,830,193,1.0,1.0,2,family,yes,2000-09-25,house,nosewa,paved,rl,2.3,3.1,2.5,2.62,283370,70843,7084250,7,1
2011-09-23,P02497,Velachery,1747,51,2.0,1.0,4,partial,yes,1998-09-26,others,nosewr ,gravel,c,2.8,2.2,4.7,3.1,309486,89851,9983410,7,1
2011-09-23,P02501,KK Nagar,1961,197,3.0,2.0,5,normal sale,yes,1995-09-27,others,nosewa,paved,rm,3.8,4.8,4.2,4.26,391119,176634,12616740,7,1
2011-09-23,P02499,Chrompet,769,151,1.0,1.0,2,partial,no,1977-10-01,house,elo,gravel,rh,2.1,2.8,3.3,2.74,207857,44091,6298700,7,1
2011-09-23,P02500,Chrompet,850,174,1.0,1.0,3,adjland,no,1991-09-28,others,nosewa,paved,rm,4.1,2.9,3.3,3.38,248492,26624,8874700,7,1
2011-09-24,P02492,Anna Nagar,1554,196,1.0,1.0,4,normal sale,no,1987-09-30,commercial,nosewr ,gravel,rl,2.5,2.2,2.6,2.465,525545,108733,18122230,1,0
2011-09-25,P02488,KK Nagar,2375,26,4.0,2.0,6,family,no,1993-09-29,house,allpub,gravel,rh,4.1,3.0,4.9,4.09,489398,239009,11381360,5,1
2011-09-25,P02482,Karapakkam,805,119,1.0,1.0,2,partial,yes,1963-10-07,commercial,allpub,paved,a,4.6,3.4,2.4,3.36,263375,110250,6125000,5,1
2011-09-25,P02484,Karapakkam,1288,133,1.0,1.0,3,partial,no,1968-10-05,house,nosewr ,no access,i,3.3,2.6,2.6,2.81,182641,59235,4936250,5,1
2011-09-25,P02487,Anna Nagar,1892,123,2.0,1.0,5,family,no,2006-09-26,others,allpub,no access,rh,4.6,3.7,4.1,4.175,484060,248571,13082710,5,1
2011-09-25,P02486,Chrompet,1011,184,1.0,1.0,3,family,yes,1998-09-28,house,nosewr ,no access,rh,3.5,3.6,3.1,3.42,264005,128002,8000150,5,1
2011-09-26,P02481,KK Nagar,2306,49,4.0,2.0,6,family,yes,1987-10-02,house,nosewr ,paved,rh,3.2,2.2,2.8,2.74,362217,203747,11319280,4,1
2011-09-26,P02479,Chrompet,927,24,1.0,1.0,3,normal sale,no,1996-09-29,commercial,nosewa,paved,rl,3.1,2.2,3.3,2.8,294228,169747,11316450,4,1
2011-09-26,P02480,T Nagar,1579,94,1.0,1.0,4,family,yes,1968-10-06,commercial,allpub,gravel,rl,4.2,4.9,3.0,3.835,516356,363362,19124310,4,1
2011-09-26,P02478,Chrompet,1104,90,1.0,1.0,3,partial,no,1991-10-01,house,nosewr ,gravel,rm,2.6,4.7,4.9,4.13,284196,66312,9473200,4,1
2011-09-27,P02476,Adyar,808,88,1.0,1.0,3,adjland,no,1992-10-01,commercial,elo,paved,rm,3.9,2.6,4.6,3.99,430167,143389,11949085,2,1
2011-09-27,P02477,Chrompet,900,186,1.0,1.0,3,partial,no,1979-10-05,others,nosewr ,paved,rl,3.8,4.9,2.7,3.91,243505,117825,7855000,2,1
2011-09-28,P02475,KK Nagar,2079,102,3.0,2.0,5,partial,no,2001-09-30,others,nosewa,paved,rh,3.2,4.2,2.3,3.14,471086,177966,10468580,4,1
2011-09-28,P02472,Karapakkam,1685,135,2.0,2.0,4,adjland,no,1966-10-09,commercial,nosewr ,paved,rm,2.5,2.2,3.6,2.85,578369,131448,13144750,4,1
2011-09-28,P02473,Chrompet,1294,117,2.0,1.0,4,normal sale,no,1981-10-05,house,nosewa,gravel,rl,2.2,2.7,2.8,2.58,256303,85434,9492700,4,1
2011-09-28,P02471,Karapakkam,508,67,1.0,1.0,2,adjland,yes,1962-10-10,commercial,elo,gravel,i,5.0,4.8,3.6,4.38,214712,161034,6709750,4,1
2011-09-29,P02464,Karapakkam,1624,3,2.0,2.0,4,normal sale,no,1988-10-04,house,nosewr ,no access,a,3.5,5.0,3.2,3.83,231480,43066,5383250,6,1
2011-09-29,P02470,Adyar,1170,120,1.0,1.0,3,adjland,no,1975-10-08,house,nosewa,gravel,rh,3.0,3.3,4.0,3.56,337985,18269,9134740,6,1
2011-09-29,P02465,Karapakkam,584,165,1.0,1.0,2,adjland,no,2000-10-01,others,nosewr ,no access,c,3.5,3.5,4.6,3.94,149274,98206,3928250,6,1
2011-09-29,P02469,Karapakkam,1071,94,1.0,1.0,3,normal sale,no,1998-10-02,house,allpub,paved,rh,2.5,2.5,2.7,2.58,233217,97174,6478250,6,1
2011-09-29,P02463,Karapakkam,1058,39,1.0,1.0,3,normal sale,yes,1994-10-03,others,nosewr ,no access,rm,2.5,4.2,4.9,3.97,260044,159382,8388500,6,1
2011-09-29,P02466,Karapakkam,1501,156,2.0,2.0,4,normal sale,yes,1984-10-05,house,nosewr ,gravel,c,2.4,3.9,4.3,3.61,371076,123692,7730750,6,1
2011-09-30,P02459,Karapakkam,1329,151,1.0,1.0,3,abnormal,no,1991-10-05,commercial,nosewr ,gravel,c,2.2,4.5,3.1,3.25,392985,105435,9585000,2,1
2011-09-30,P02461,Chrompet,1187,170,1.0,1.0,3,partial,yes,1998-10-03,commercial,elo,no access,rl,3.4,4.9,3.8,4.12,419552,203009,13533950,2,1
2011-10-01,P02453,Karapakkam,888,32,1.0,1.0,2,partial,no,1999-10-04,others,nosewa,paved,c,2.1,3.8,3.8,3.29,205172,60619,4663000,6,1
2011-10-01,P02455,Velachery,1861,107,3.0,2.0,5,abnormal,no,2001-10-03,commercial,nosewa,paved,rl,3.6,5.0,3.7,4.26,521195,268495,15793800,6,1
2011-10-01,P02457,KK Nagar,2461,198,4.0,2.0,6,family,no,2005-10-02,house,allpub,paved,rh,3.7,3.3,4.7,3.98,419540,204101,11338920,6,1
2011-10-01,P02458,KK Nagar,1350,63,2.0,1.0,4,family,yes,1992-10-05,commercial,nosewa,paved,rm,4.0,3.5,4.3,3.97,472863,135104,13510380,6,1
2011-10-01,P02454,Karapakkam,690,48,1.0,1.0,2,family,yes,1987-10-07,commercial,elo,paved,c,3.7,2.0,4.3,3.43,264163,83759,6443000,6,1
2011-10-01,P02452,Karapakkam,850,114,1.0,1.0,2,normal sale,no,2003-10-03,others,elo,no access,a,3.1,2.9,2.6,2.84,117538,67673,3561750,6,1
2011-10-02,P02445,Karapakkam,1549,196,2.0,2.0,4,abnormal,yes,1987-10-08,house,nosewr ,paved,rh,2.0,3.9,3.6,3.21,296993,76370,8485500,5,1
2011-10-02,P02451,KK Nagar,2467,69,4.0,2.0,6,adjland,no,1995-10-06,house,allpub,gravel,rl,3.0,3.6,2.4,2.94,581942,139160,12650920,5,1
2011-10-02,P02447,Karapakkam,1451,105,2.0,2.0,4,adjland,no,1980-10-09,commercial,nosewa,paved,i,5.0,3.5,4.7,4.43,471071,219833,10468250,5,1
2011-10-02,P02448,Karapakkam,516,186,1.0,1.0,2,partial,no,1978-10-10,commercial,nosewr ,no access,a,2.8,5.0,5.0,4.34,149929,63303,3331750,5,1
2011-10-02,P02450,Velachery,1607,45,2.0,1.0,4,adjland,yes,2004-10-03,commercial,nosewa,no access,a,3.4,2.6,3.9,3.19,374971,149988,12499040,5,1
2011-10-03,P02443,Karapakkam,1484,75,2.0,2.0,4,family,yes,1999-10-06,others,nosewa,paved,rh,4.8,4.7,4.5,4.65,344299,144968,9060500,5,1
2011-10-03,P02439,Karapakkam,1459,10,2.0,2.0,4,adjland,yes,1978-10-11,others,nosewa,no access,rl,2.8,2.9,5.0,3.71,444969,222484,8899375,5,1
2011-10-03,P02441,Karapakkam,1475,86,2.0,2.0,4,adjland,no,1990-10-08,house,nosewr ,paved,rl,3.6,4.0,2.7,3.36,373331,207406,8296250,5,1
2011-10-03,P02440,Karapakkam,1527,8,2.0,2.0,4,family,no,1994-10-07,house,nosewa,paved,rh,3.5,4.4,4.4,4.13,365944,112024,7468250,5,1
2011-10-03,P02442,Karapakkam,931,16,1.0,1.0,3,adjland,no,1993-10-07,commercial,allpub,paved,a,4.0,4.2,2.4,3.42,291669,166668,6944500,5,1
2011-10-04,P02438,Velachery,1754,33,2.0,1.0,4,abnormal,yes,1969-10-14,others,nosewa,gravel,rm,3.7,2.6,5.0,3.6,454616,107672,11963590,2,1
2011-10-04,P02437,Karapakkam,1445,111,2.0,2.0,4,family,no,1973-10-13,commercial,nosewr ,no access,c,4.3,4.9,2.7,3.84,307423,219588,8783500,2,1
2011-10-05,P02436,Velachery,1738,30,2.0,1.0,4,normal sale,yes,1979-10-13,commercial,nosewa,no access,rh,2.9,2.2,3.0,2.62,452873,183980,14152290,5,1
2011-10-05,P02433,Karapakkam,827,39,1.0,1.0,2,adjland,yes,1994-10-09,others,nosewa,gravel,rl,3.3,2.1,4.8,3.54,357217,166148,8307375,5,1
2011-10-05,P02435,Velachery,1913,164,3.0,2.0,5,partial,no,1995-10-09,house,nosewa,no access,a,4.0,4.0,4.8,4.24,267167,119522,7030720,5,1
2011-10-05,P02432,Karapakkam,1636,5,2.0,2.0,4,partial,no,1976-10-13,others,allpub,no access,a,2.2,4.6,2.9,3.2,247489,129369,5624750,5,1
2011-10-05,P02434,Karapakkam,1338,165,2.0,2.0,4,family,yes,2003-10-07,others,nosewa,paved,c,4.4,2.4,3.3,3.36,280621,96002,7384750,5,1
2011-10-06,P02428,Chrompet,1031,66,1.0,1.0,3,partial,yes,1990-10-11,others,elo,no access,rl,4.6,3.5,2.6,3.56,290935,132243,8816220,4,1
2011-10-06,P02426,Karapakkam,1256,198,1.0,1.0,3,normal sale,no,1999-10-09,commercial,nosewa,no access,rh,2.3,4.1,5.0,3.92,319362,93930,9393000,4,1
2011-10-06,P02429,KK Nagar,1736,188,2.0,1.0,4,partial,yes,1996-10-09,house,nosewr ,gravel,rl,2.1,2.6,3.5,2.81,414262,116843,10622100,4,1
2011-10-06,P02431,KK Nagar,1721,61,2.0,1.0,4,partial,no,2002-10-08,others,allpub,gravel,rl,4.8,4.3,5.0,4.73,472067,171661,10728800,4,1
2011-10-07,P02424,Chrompet,1051,177,1.0,1.0,3,family,yes,2001-10-09,house,elo,paved,rm,4.9,2.2,2.4,3.07,304572,167023,9824900,3,1
2011-10-07,P02423,Chrompet,1082,81,1.0,1.0,3,family,yes,1978-10-15,house,nosewr ,no access,rm,4.0,2.3,2.5,2.87,245159,81720,9079950,3,1
2011-10-07,P02425,KK Nagar,2472,23,4.0,2.0,6,normal sale,yes,1995-10-11,house,allpub,paved,rh,2.8,2.6,4.5,3.42,478917,122799,12279920,3,1
2011-10-08,P02419,KK Nagar,2204,126,3.0,2.0,5,normal sale,yes,2002-10-10,others,nosewa,paved,rh,4.7,2.8,3.4,3.61,490282,208370,12257060,4,1
2011-10-08,P02418,KK Nagar,1711,134,2.0,1.0,4,adjland,no,1985-10-14,others,nosewr ,paved,rl,2.1,4.7,2.9,3.2,430455,81992,10248940,4,1
2011-10-08,P02417,Chrompet,1211,170,2.0,1.0,4,adjland,no,2000-10-10,house,elo,gravel,rh,3.4,3.1,2.9,3.13,239519,27637,9212250,4,1
2011-10-08,P02416,Karapakkam,608,41,1.0,1.0,2,family,yes,1996-10-11,commercial,elo,no access,i,4.5,3.9,2.5,3.52,229631,99300,6206250,4,1
2011-10-09,P02412,Velachery,1898,87,3.0,2.0,5,normal sale,yes,1957-10-22,commercial,allpub,no access,i,4.6,3.4,4.1,3.91,525894,175298,14608180,2,1
2011-10-09,P02411,Karapakkam,943,191,1.0,1.0,3,partial,yes,2001-10-11,house,nosewr ,paved,c,4.1,3.0,4.7,4.01,289800,133308,5796000,2,1
2011-10-10,P02515,Chrompet,812,145,1.0,1.0,3,adjland,no,2005-09-20,house,nosewr ,paved,rm,2.4,4.6,2.1,3.19,232208,94603,8600300,1,0
2011-10-11,P02404,Chrompet,862,124,1.0,1.0,3,partial,no,1991-10-16,house,elo,no access,rm,3.2,3.0,3.5,3.21,208353,86215,7184600,3,1
2011-10-11,P02401,Velachery,1861,182,3.0,2.0,5,normal sale,yes,1991-10-16,house,nosewa,no access,c,2.4,2.9,4.2,3.17,316555,179667,8555550,3,1
2011-10-11,P02402,Velachery,1966,35,3.0,2.0,5,abnormal,no,2001-10-13,commercial,allpub,paved,rh,2.2,2.7,2.7,2.58,508782,238492,15899450,3,1
2011-10-12,P02396,Karapakkam,780,127,1.0,1.0,2,normal sale,yes,1981-10-19,commercial,nosewr ,paved,i,3.5,3.7,2.0,2.96,281515,159779,7608500,4,1
2011-10-12,P02397,Chrompet,784,162,1.0,1.0,2,adjland,no,1985-10-18,house,allpub,paved,rl,4.1,2.6,2.0,2.87,209997,44999,7499900,4,1
2011-10-12,P02398,Chrompet,925,164,1.0,1.0,3,abnormal,yes,1985-10-18,others,allpub,paved,rm,4.6,3.0,2.9,3.45,269966,49994,9998750,4,1
2011-10-12,P02399,Chrompet,1252,190,2.0,1.0,4,family,no,1999-10-15,house,allpub,no access,rm,3.6,4.9,4.6,4.42,265502,47411,9482200,4,1
2011-10-13,P02395,KK Nagar,1422,113,2.0,1.0,4,family,yes,1992-10-17,commercial,nosewa,paved,rm,4.0,4.0,4.6,4.24,683088,153346,13940580,2,1
2011-10-13,P02394,Chrompet,1231,23,2.0,1.0,4,family,yes,1998-10-16,house,nosewa,no access,rl,4.6,4.1,4.9,4.49,295745,28620,9540150,2,1
2011-10-14,P02389,Karapakkam,1667,35,2.0,2.0,4,family,yes,1978-10-22,others,elo,gravel,rm,3.5,3.3,3.4,3.4,323051,269209,10768375,6,1
2011-10-14,P02388,Karapakkam,1412,84,2.0,2.0,4,partial,no,1970-10-24,others,nosewa,gravel,rm,3.5,4.6,2.0,3.23,368939,114195,8784250,6,1
2011-10-14,P02392,Adyar,1206,93,2.0,2.0,4,abnormal,no,2000-10-16,others,elo,paved,c,3.3,3.8,4.2,3.85,327575,92393,8399365,6,1
2011-10-14,P02391,Velachery,1579,58,2.0,1.0,4,abnormal,yes,1987-10-20,commercial,elo,paved,i,4.6,2.3,2.3,2.88,467766,240565,13364730,6,1
2011-10-14,P02393,KK Nagar,1822,62,3.0,2.0,5,partial,yes,1985-10-20,commercial,allpub,paved,rl,4.2,2.1,2.8,3.01,620229,248092,15505720,6,1
2011-10-14,P02390,Velachery,1880,95,3.0,2.0,5,family,yes,1965-10-25,commercial,nosewa,no access,c,3.7,3.2,4.2,3.63,437429,109357,13669670,6,1
2011-10-15,P02381,Karapakkam,1550,5,2.0,2.0,4,adjland,yes,1974-10-24,house,nosewa,paved,rh,4.5,3.2,5.0,4.31,291270,94234,8566750,6,1
2011-10-15,P02385,T Nagar,1970,193,2.0,1.0,5,adjland,yes,1971-10-25,others,nosewr ,gravel,rl,4.7,3.7,4.4,4.315,626088,208696,16053550,6,1
2011-10-15,P02386,Anna Nagar,1523,181,1.0,1.0,4,family,yes,1983-10-22,house,allpub,no access,rm,4.7,4.1,3.0,3.87,420380,168152,12010860,6,1
2011-10-15,P02382,Chrompet,790,166,1.0,1.0,2,adjland,yes,1977-10-23,others,nosewr ,gravel,rh,4.4,3.0,3.5,3.57,268584,86640,8664000,6,1
2011-10-15,P02380,Karapakkam,508,108,1.0,1.0,2,family,yes,1969-10-25,house,nosewa,gravel,a,2.7,5.0,2.8,3.43,122280,86779,3944500,6,1
2011-10-15,P02387,KK Nagar,1591,101,2.0,1.0,4,abnormal,yes,1991-10-20,house,nosewr ,paved,rh,4.4,2.5,4.3,3.79,404381,225701,9404200,6,1
2011-10-16,P02368,Karapakkam,695,152,1.0,1.0,2,abnormal,no,1972-10-25,house,nosewr ,gravel,c,3.7,5.0,4.4,4.37,204109,69484,4342750,8,1
2011-10-16,P02378,KK Nagar,1301,164,1.0,1.0,3,adjland,yes,1985-10-22,commercial,nosewa,gravel,rm,3.7,4.1,3.1,3.58,529649,209072,13938120,8,1
2011-10-16,P02371,Adyar,692,118,1.0,1.0,2,abnormal,yes,1986-10-22,commercial,nosewr ,no access,a,2.7,4.8,3.6,3.57,273510,85960,7814575,8,1
2011-10-16,P02369,Karapakkam,1025,84,1.0,1.0,3,abnormal,no,1995-10-20,commercial,allpub,no access,i,2.7,3.6,2.9,3.05,230640,69192,7688000,8,1
2011-10-16,P02372,Chrompet,780,168,1.0,1.0,2,abnormal,no,1975-10-25,house,nosewr ,no access,rl,2.6,2.7,3.5,2.91,181279,87514,6251000,8,1
2011-10-16,P02374,Chrompet,1050,157,1.0,1.0,3,abnormal,no,1993-10-20,house,nosewr ,no access,rl,2.8,2.9,4.0,3.2,208832,30938,7734500,8,1
2011-10-16,P02377,Anna Nagar,1574,54,1.0,1.0,4,partial,yes,1992-10-20,house,nosewa,gravel,rh,4.1,3.9,2.3,3.33,470899,211905,11772480,8,1
2011-10-16,P02376,Chrompet,707,187,1.0,1.0,2,adjland,yes,1991-10-21,house,allpub,no access,rh,3.6,3.2,4.9,3.83,230330,43187,7197800,8,1
2011-10-17,P02360,Karapakkam,1122,115,1.0,1.0,3,family,no,1990-10-22,others,elo,paved,rm,3.7,3.6,4.0,3.79,304571,140571,7809500,8,1
2011-10-17,P02362,Karapakkam,1128,179,1.0,1.0,3,abnormal,no,1997-10-20,house,elo,no access,c,3.5,4.1,4.1,3.92,147408,69098,4606500,8,1
2011-10-17,P02365,Chrompet,1045,90,1.0,1.0,3,family,no,2000-10-19,commercial,nosewr ,gravel,rm,3.4,4.5,3.8,3.96,432667,108167,13520850,8,1
